laptop id,title,old price,current price,Операционная система,Процессор,Интегрированная в процессор графика,"Объем оперативной памяти, ГБ",Жесткий диск,Твердотельный накопитель,"Диагональ экрана, дюйм",Разрешение экрана,"Вес, кг",image link,Внимание,Модель процессора,"Частота процессора, ГГц",Конфигурация оперативной памяти,Модель дискретной видеокарты,USB Type-C Power Delivery,Вес
158821,ASUS X409FA,,,Windows 10 Home (x64),Intel Core i3,Intel UHD Graphics,4,HDD нет,256 ГБ SSD,14,1920 x 1080 Full HD,1.5,//static.shop.kz/upload/iblock/327/158821_1.jpg,,10110U,2.1,4 ГБ (распаяно на плате),,Нет,
158822,ASUS X409FA,,,Отсутствует,Intel Core i3,Intel UHD Graphics,4,HDD нет,256 ГБ SSD,14,1366 x 768 HD,1.5,//static.shop.kz/upload/iblock/a67/158822_1.jpg,Не забудьте купитьоперационную систему,10110U,2.1,1 х 4 ГБ,,Нет,
158722,HP 255 G8,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/529/158722_1.jpg,Не забудьте купитьоперационную систему,3500U,2.1,1 х 8 ГБ,,Нет,
158721,HP ENVY x360 15-es0013ur,,,Windows 11 Home (x64),Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/aa5/156557_1_sa.jpg,,1135G7,2.4,2 х 8 ГБ,,Да,
158667,HP 15-dw1129ur,,,Windows 10 Home (x64),Intel Core i5,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.8,//static.shop.kz/upload/iblock/db9/158667x1.jpg,,10210U,1.6,1 х 8 ГБ,,Нет,
158459,"ASUS VivoBook Pro N7400PC, OLED",,,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,14,2880 x 1800 WQ+,1.4,//static.shop.kz/upload/iblock/1e8/158459x1.jpg,Не забудьте купитьоперационную систему,11300H,3.1,16 ГБ (распаяно на плате),GeForce RTX 3050,,
158531,DELL Vostro 5515,,,Windows 10 Pro (x64),AMD Ryzen 3,AMD Radeon Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/136/158531_01.jpg,,5300U,2.6,1 х 8 ГБ,,,
158465,Acer Nitro 5 AN515-57,,,Отсутствует,Intel Core i5,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.1,//static.shop.kz/upload/iblock/b73/158465_01.jpg,Не забудьте купитьоперационную систему,11400H,2.7,1 х 8 ГБ,GeForce RTX 3050,,
158367,ASUS ROG Zephyrus GA401QM,,,Windows 10 Home (x64),AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,14,2560 x 1440 QHD,1.7,//static.shop.kz/upload/iblock/1f4/158367_02.jpg,,5800HS,2.8,8 ГБ + 8 ГБ (распаяно на плате),GeForce RTX 3060,,
158386,Acer Aspire A315-34,,,Отсутствует,Intel Pentium Silver,Intel UHD Graphics 605,8,HDD нет,256 ГБ SSD,15.6,1366 x 768 HD,1.7,//static.shop.kz/upload/iblock/ce2/158386_1.jpg,Не забудьте купитьоперационную систему,N5030,1.1,1 х 8 ГБ,,,
158280,ASUS X415EA,,,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,14,1920 x 1080 Full HD,1.4,//static.shop.kz/upload/iblock/53d/157107_01.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,1135G7,2.4,8 ГБ (распаяно на плате),,,
158269,HP 17-cp0004ur,,,Windows 10 Home (x64),AMD Ryzen 7,AMD Radeon Graphics,8,HDD нет,512 ГБ SSD,17.3,1920 x 1080 Full HD,2.07,//static.shop.kz/upload/iblock/804/158269_01.jpg,,5700U,1.8,1 х 8 ГБ,,,
158283,HP ENVY x360 15-es0009ur,,,Windows 10 Home (x64),Intel Core i5,Intel Iris Xe Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/764/158283_01.jpg,,1135G7,2.4,8 ГБ + 8 ГБ (распаяно на плате),,,
158285,DELL Vostro 3515,,,Windows 10 Pro (x64),AMD Ryzen 5,AMD Radeon Vega 8,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/c19/158286_01.jpg,,3450U,2.1,1 х 8 ГБ,,,
158276,Lenovo Ideapad 3,,,Отсутствует,AMD Ryzen 3,AMD Radeon Graphics,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/5e1/158068_01.jpg,Не забудьте купитьоперационную систему,3250U,2.6,4 ГБ (распаяно на плате),,,
158275,Lenovo Ideapad 3,,,Отсутствует,AMD Ryzen 5,AMD Radeon Vega 8,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/2f4/158068_01.jpg,Не забудьте купитьоперационную систему,3500U,2.1,4 ГБ + 4 ГБ (распаяно на плате),,,
158076,"ASUS VivoBook Pro M3401QC, OLED",,,Windows 10 Home (x64),AMD Ryzen 5,AMD Radeon Graphics,8,HDD нет,512 ГБ SSD,14,2880 x 1800 WQ+,1.5,//static.shop.kz/upload/iblock/1db/158076x1.jpg,,5600H,3.3,8 ГБ (распаяно на плате),GeForce RTX 3050,,
158140,MSI Pulse GL66 11UGK,,,Отсутствует,Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/926/158140_01.jpg,Не забудьте купитьоперационную систему,11800H,2.3,2 х 8 ГБ,GeForce RTX 3070,,
158141,MSI Katana GF66 11UD,,,Отсутствует,Intel Core i7,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/a2c/158141_01.jpg,Не забудьте купитьоперационную систему,11800H,2.3,2 х 8 ГБ,GeForce RTX 3050 Ti,,
158142,MSI Katana GF66 11UD,599 900 ₸,579 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/1af/158142_01.jpg,Не забудьте купитьоперационную систему,11400H,2.7,2 х 8 ГБ,GeForce RTX 3050 Ti,,
158144,MSI Katana GF66 11UC,499 900 ₸,489 990 ₸,Отсутствует,Intel Core i5,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/a07/158144_01.jpg,Не забудьте купитьоперационную систему,11400H,2.7,,GeForce RTX 3050,,
158143,MSI Katana GF66 11UC,599 900 ₸,579 990 ₸,Отсутствует,Intel Core i7,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/d89/158143_01.jpg,Не забудьте купитьоперационную систему,11800H,2.3,,GeForce RTX 3050,,
158073,ASUS E410MA,,,Windows 10 Home (x64),Intel Celeron,Intel UHD Graphics 600,4,HDD нет,128 ГБ SSD,14,1920 x 1080 Full HD,1.4,//static.shop.kz/upload/iblock/09c/158073_1.jpg,,N4020,1.1,4 ГБ (распаяно на плате),,,
158065,Lenovo Ideapad 3,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/fe1/158065_01.jpg,Не забудьте купитьоперационную систему,10110U,2.1,4 ГБ + 4 ГБ (распаяно на плате),,,
158066,Lenovo Ideapad 3,,,Windows 10 Home (x64) SL,Intel Core i3,Intel UHD Graphics,4,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/32a/158066_01.jpg,,10110U,2.1,4 ГБ (распаяно на плате),,,
158068,Lenovo Ideapad 3,179 900 ₸,169 990 ₸,Отсутствует,Intel Celeron,Intel UHD Graphics 600,4,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/f4f/158068_01.jpg,Не забудьте купитьоперационную систему,N4020,1.1,4 ГБ (распаяно на плате),,,
158070,Lenovo Ideapad 3,219 900 ₸,209 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,4,HDD нет,256 ГБ SSD,15.6,1366 x 768 HD,1.7,//static.shop.kz/upload/iblock/63e/158070_01.jpg,Не забудьте купитьоперационную систему,1005G1,1.2,4 ГБ (распаяно на плате),,,
158069,Lenovo Ideapad 3,,,Windows 10 Home (x64) SL,Intel Core i3,Intel UHD Graphics,4,HDD нет,256 ГБ SSD,15.6,1366 x 768 HD,1.7,//static.shop.kz/upload/iblock/f5c/158069_01.jpg,,1005G1,1.2,4 ГБ (распаяно на плате),,,
158033,DELL Vostro 3515,,,Windows 10 Pro (x64),AMD Ryzen 3,AMD Radeon Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/40b/158033_01.jpg,,3250U,2.6,1 х 8 ГБ,,,
157970,Apple MacBook Pro A2338 с дисплеем Retina,,,Mac OS Big Sur,Apple M1,8 Core GPU,16,HDD нет,512 ГБ SSD,13.3,2560 x 1600 WQXGA,1.4,//static.shop.kz/upload/iblock/043/157970_01.jpg,,,,,,,
157913,HP EliteBook 850 G8,,,Windows 10 Pro (x64),Intel Core i7,Intel Iris Xe Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/47e/157913_01.jpg,,1165G7,2.8,1 х 8 ГБ,,,
157836,ASUS TUF Gaming FX506LH,,,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.1,//static.shop.kz/upload/iblock/eb5/157836_1.jpg,Не забудьте купитьоперационную систему,10300H,2.5,2 х 8 ГБ,GeForce GTX 1650,,
157725,DELL Vostro 5502,,,Windows 10 Pro (x64),Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/1d5/157725_1.jpg,,1135G7,2.4,1 х 8 ГБ,,,
157743,ASUS VivoBook K513EA,,,Linux,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/e11/157743_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,1135G7,2.4,4 ГБ + 4 ГБ (распаяно на плате),,,
157657,ASUS ROG Flow X13 GV301QE,,,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,13.4,1920 x 1200 WUXGA,1.3,//static.shop.kz/upload/iblock/aec/157657_1.jpg,Не забудьте купитьоперационную систему,5800HS,2.8,16 ГБ (распаяно на плате),GeForce RTX 3050 Ti,,
155483,HP ProBook 450 G8,,,Отсутствует,Intel Core i7,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/ed2/155483_1.jpg,Не забудьте купитьоперационную систему,1165G7,2.8,1 х 8 ГБ,,,
157656,ASUS ROG Strix SCAR G733QR,,,Windows 10 Home (x64),AMD Ryzen 9,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,17.3,1920 x 1080 Full HD,2.7,//static.shop.kz/upload/iblock/ab5/157656_1.jpg,,5900HX,3.3,1 х 16 ГБ,GeForce RTX 3070,,
157662,ASUS ROG Strix SCAR G533QS,,,Отсутствует,AMD Ryzen 9,AMD Radeon Graphics,32,HDD нет,2 ТБ (2 x 1024 ГБ) SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/cc7/157662_01.jpg,Не забудьте купитьоперационную систему,5900HX,3.3,2 х 16 ГБ,GeForce RTX 3080,,
157516,HP Omen 15-ek1006ur,,,Отсутствует,Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.11,//static.shop.kz/upload/iblock/c17/157516_1.jpg,Не забудьте купитьоперационную систему,10750H,2.6,2 х 8 ГБ,GeForce RTX 3060,,
157515,HP Victus 16-e0010ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,16.1,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/af9/157515_1.jpg,Не забудьте купитьоперационную систему,5600H,3.3,2 х 8 ГБ,GeForce RTX 3050,,
157514,HP 15-eh1029ur,,,Windows 10 Home (x64),AMD Ryzen 5,AMD Radeon Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/2ff/157514_1.jpg,,5500U,2.1,2 х 4 ГБ,,,
152121,Lenovo ThinkBook 15 G2 ITL,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/04a/152121_01.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,1115G4,3.0,8 ГБ (распаяно на плате),,,
157446,DELL G7 7700,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,17.3,1920 x 1080 Full HD,2.9,//static.shop.kz/upload/iblock/89a/157446_01.jpg,,10750H,2.6,2 х 8 ГБ,GeForce RTX 2070,,
157445,DELL G7 7700,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,17.3,1920 x 1080 Full HD,2.9,//static.shop.kz/upload/iblock/761/157445_01.jpg,,10750H,2.6,2 х 8 ГБ,GeForce RTX 2060,,
157528,DELL G3 3500,,,Linux,Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.5,//static.shop.kz/upload/iblock/369/157528_01.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,10750H,2.6,2 х 8 ГБ,GeForce GTX 1660 Ti,,
157531,DELL G5 5500,,,Linux,Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.5,//static.shop.kz/upload/iblock/0d0/157531_01.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,10750H,2.6,2 х 8 ГБ,GeForce GTX 1660 Ti,,
157435,ASUS VivoBook K513EA,,,Windows 10 Home (x64),Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/9a5/157435_1.jpg,,1135G7,2.4,4 ГБ + 4 ГБ (распаяно на плате),,,
157436,ASUS ROG Strix SCAR G733QS,,,Windows 10 Home (x64),AMD Ryzen 9,AMD Radeon Graphics,32,HDD нет,1 ТБ SSD,17.3,2560 x 1440 QHD,2.7,//static.shop.kz/upload/iblock/8a7/157436_1.jpg,,5900HX,3.3,2 х 16 ГБ,GeForce RTX 3080,Да,
157530,DELL G5 5500,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.5,//static.shop.kz/upload/iblock/8d5/157530_01.jpg,,10750H,2.6,2 х 8 ГБ,GeForce GTX 1660 Ti,,
157444,ASUS ROG Strix G713QY,,,Отсутствует,AMD Ryzen 9,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,17.3,2560 x 1440 QHD,2.7,//static.shop.kz/upload/iblock/c32/157444_1.jpg,Не забудьте купитьоперационную систему,5900HX,3.3,2 х 8 ГБ,Radeon RX 6800M,Да,
157434,ASUS ROG Strix G713QM,,,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,17.3,1920 x 1080 Full HD,2.7,//static.shop.kz/upload/iblock/289/157434_1.jpg,Не забудьте купитьоперационную систему,5800H,3.2,2 х 8 ГБ,GeForce RTX 3060,,
157433,ASUS ROG Strix G513QM,,,Отсутствует,AMD Ryzen 9,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.3,//static.shop.kz/upload/iblock/124/157433_1.jpg,Не забудьте купитьоперационную систему,5900HX,3.3,2 х 8 ГБ,GeForce RTX 3060,,
157437,ASUS TUF Gaming FX506H,,,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/892/157437_1.jpg,Не забудьте купитьоперационную систему,11400H,2.7,2 х 8 ГБ,GeForce RTX 3050 Ti,,
157370,HP ENVY x360 15-eu0027ur,,,Windows 10 Home (x64),AMD Ryzen 5,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,1.8,//static.shop.kz/upload/iblock/a38/157370_1.jpg,,5500U,2.1,2 х 8 ГБ,,,
157372,HP Victus 16-e0030ur,,,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,16.1,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/11b/157372_1.jpg,Не забудьте купитьоперационную систему,5800H,3.2,2 х 8 ГБ,GeForce RTX 3050 Ti,,
157371,HP Victus 16-e0038ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,16.1,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/d1e/157371_1.jpg,Не забудьте купитьоперационную систему,5600H,3.3,2 х 8 ГБ,GeForce RTX 3050,,
157377,HP Victus 16-e0042ur,,,Отсутствует,AMD Ryzen 5,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,16.1,1920 x 1080 Full HD,2.4,//static.shop.kz/upload/iblock/377/157377_1ryzen.jpg,Не забудьте купитьоперационную систему,5600H,3.3,2 х 8 ГБ,GeForce RTX 3050,,
157215,ASUS ROG Zephyrus GA401QE,769 900 ₸,759 990 ₸,Windows 10 Home (x64) SL,AMD Ryzen 7,AMD Radeon Graphics,16,HDD нет,512 ГБ SSD,14,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/840/157215_01.jpg,,5800HS,2.8,8 ГБ + 8 ГБ (распаяно на плате),GeForce RTX 3050 Ti,,
157214,ASUS TUF Gaming FX706HM,,,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,17.3,1920 x 1080 Full HD,,//static.shop.kz/upload/iblock/046/157214_1.jpg,Не забудьте купитьоперационную систему,11400H,2.7,2 х 8 ГБ,GeForce RTX 3060,,2.6
157155,HP 470 G7,,,Отсутствует,Intel Core i7,Intel UHD Graphics,8,1 ТБ HDD,SSD нет,17.3,1600 x 900 HD+,2.4,//static.shop.kz/upload/iblock/2cc/157155_01.jpg,Не забудьте купитьоперационную систему,10510U,1.8,1 х 8 ГБ,Radeon 530,,
157142,HP 250 G8,,,Отсутствует,Intel Core i5,Intel UHD Graphics,8,1 ТБ HDD,SSD нет,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/b96/157142_01.jpg,Не забудьте купитьоперационную систему,1035G1,1.0,1 х 8 ГБ,,,
157165,HP 250 G7,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/c3b/157165_01.jpg,Не забудьте купитьоперационную систему,1005G1,1.2,1 х 8 ГБ,,,
157154,DELL G15 5510,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.5,//static.shop.kz/upload/iblock/9b2/157154_02.jpg,,10870H,2.2,2 х 8 ГБ,GeForce RTX 3060,,
157104,HP Victus 16-e0020ur,,,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,32,HDD нет,1 ТБ SSD,16.1,1920 x 1080 Full HD,2.46,//static.shop.kz/upload/iblock/b68/157104_1.jpg,Не забудьте купитьоперационную систему,5800H,3.2,2 х 16 ГБ,GeForce RTX 3060,,
157108,ASUS ROG Strix G513QE,,,Отсутствует,AMD Ryzen 9,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.1,//static.shop.kz/upload/iblock/fc6/157108_1.jpg,Не забудьте купитьоперационную систему,5900HX,3.3,2 х 8 ГБ,GeForce RTX 3050 Ti,,
157092,HP Pavilion 15-eg0073ur,,,Windows 10 Home (x64),Intel Core i3,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/788/157092_01.jpg,,1115G4,3.0,1 х 8 ГБ,,,
157082,Lenovo Ideapad 5,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.7,//static.shop.kz/upload/iblock/cc6/157082_1.jpg,Не забудьте купитьоперационную систему,1115G4,3.0,8 ГБ (распаяно на плате),,Да,
157081,Lenovo Ideapad 3,,,Отсутствует,Intel Core i3,Intel UHD Graphics,8,HDD нет,256 ГБ SSD,15.6,1366 x 768 HD,1.7,//static.shop.kz/upload/iblock/305/157081_1.jpg,Не забудьте купитьоперационную систему,1005G1,1.2,4 ГБ + 4 ГБ (распаяно на плате),,,
157099,Acer Aspire 3 A315-57G,239 900 ₸,229 990 ₸,Отсутствует,Intel Core i3,Intel UHD Graphics,4,1 ТБ HDD,SSD нет,15.6,1366 x 768 HD,1.7,//static.shop.kz/upload/iblock/c3d/157099_01.jpg,Не забудьте купитьоперационную систему,1005G1,1.2,4 ГБ (распаяно на плате),GeForce MX330,,
157080,Lenovo Ideapad 3,,,Отсутствует,Intel Core i3,Intel UHD Graphics,4,1 ТБ HDD,SSD нет,15.6,1366 x 768 HD,1.7,//static.shop.kz/upload/iblock/a5b/157080_1.jpg,Не забудьте купитьоперационную систему,1005G1,1.2,4 ГБ (распаяно на плате),,,
156866,ASUS ROG Strix G513QM,,,Отсутствует,AMD Ryzen 9,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,15.6,1920 x 1080 Full HD,2.3,//static.shop.kz/upload/iblock/a36/156866_1.jpg,Не забудьте купитьоперационную систему,5900HX,3.3,2 х 8 ГБ,GeForce RTX 3060,,
156867,Acer Aspire A315-34,,,Linux,Intel Pentium Silver,Intel UHD Graphics 605,4,1 ТБ HDD,SSD нет,15.6,1366 x 768 HD,1.8,//static.shop.kz/upload/iblock/517/156867_1.jpg,Не забудьте купитьоперационную системудля более комфортной работы с устройством,N5030,1.1,4 ГБ (распаяно на плате),,,
156780,ASUS VivoBook M513IA,,,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/e33/156780_01.jpg,Не забудьте купитьоперационную систему,4700U,2.0,8 ГБ (распаяно на плате),,,
156782,ASUS ROG Zephyrus GU603HR,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,16,2560 x 1600 WQXGA,2.05,//static.shop.kz/upload/iblock/078/156782_1_11_w10.jpg,,11800H,2.3,8 ГБ + 8 ГБ (распаяно на плате),GeForce RTX 3070,Да,
156783,ASUS ROG Zephyrus Duo SE GX551QS,,,Windows 10 Pro (x64),AMD Ryzen 9,AMD Radeon Graphics,32,HDD нет,1 ТБ (2 x 512 ГБ) SSD,15.6,1920 x 1080 Full HD,2.5,//static.shop.kz/upload/iblock/eea/156783_1.jpg,,5980HX,3.3,16 ГБ + 16 ГБ (распаяно на плате),GeForce RTX 3080,,
156732,ASUS ROG Zephyrus GA503QM,,,Отсутствует,AMD Ryzen 9,AMD Radeon Graphics,16,HDD нет,1 ТБ SSD,15.6,2560 x 1440 QHD,2,//static.shop.kz/upload/iblock/9df/156732_01.jpg,Не забудьте купитьоперационную систему,5900HS,3.0,16 ГБ (распаяно на плате),GeForce RTX 3060,Да,
156781,ASUS ROG Strix G513IH,,,Отсутствует,AMD Ryzen 7,AMD Radeon Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.06,//static.shop.kz/upload/iblock/17c/156781_01.jpg,Не забудьте купитьоперационную систему,4800H,2.9,1 х 8 ГБ,GeForce GTX 1650,,
156730,ASUS TUF Gaming FX506HM,,,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.1,//static.shop.kz/upload/iblock/289/156730_01.jpg,Не забудьте купитьоперационную систему,11400H,2.7,1 х 16 ГБ,GeForce RTX 3060,,
156700,HP 15s-fq2042ur,,,Отсутствует,Intel Core i5,Intel Iris Xe Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.6,//static.shop.kz/upload/iblock/8f0/156700_1.jpg,Не забудьте купитьоперационную систему,1135G7,2.4,2 х 4 ГБ,,,
156432,Apple MacBook Air A2337 с дисплеем Retina,,,Mac OS Big Sur,Apple M1,7 Core GPU,16,HDD нет,512 ГБ SSD,13.3,2560 x 1600 WQXGA,1.2,//static.shop.kz/upload/iblock/18e/156432_1.jpg,,,,,,,
156697,MSI GE76 Raider 11UH,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics,64,HDD нет,1 ТБ SSD,17.3,1920 x 1080 Full HD,3,//static.shop.kz/upload/iblock/fae/156697_01.jpg,,11800H,2.3,2 х 32 ГБ,GeForce RTX 3080,,
156663,MSI GE76 Raider 11UG,,,Отсутствует,Intel Core i7,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,17.3,1920 x 1080 Full HD,3,//static.shop.kz/upload/iblock/986/156663_01.jpg,Не забудьте купитьоперационную систему,11800H,2.3,2 х 8 ГБ,GeForce RTX 3070,,
156661,MSI GE76 Raider 11UG,,,Windows 10 Home (x64),Intel Core i7,Intel UHD Graphics,16,HDD нет,1 ТБ SSD,17.3,1920 x 1080 Full HD,3,//static.shop.kz/upload/iblock/1f5/156661_01.jpg,,11800H,2.3,2 х 8 ГБ,GeForce RTX 3070,,
156659,MSI Bravo 15 B5DD,,,Отсутствует,AMD Ryzen 5,AMD Radeon Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.32,//static.shop.kz/upload/iblock/2c7/156659_1.jpg,Не забудьте купитьоперационную систему,5600H,3.3,1 х 8 ГБ,Radeon RX 5500M,,
156685,MSI Katana GF66 11SC,,,Отсутствует,Intel Core i5,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.2,//static.shop.kz/upload/iblock/87d/156685_01.jpg,Не забудьте купитьоперационную систему,11400H,2.7,1 х 8 ГБ,GeForce GTX 1650,,
156698,MSI GF63 Thin 10SC,,,Отсутствует,Intel Core i7,Intel UHD Graphics,8,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,1.9,//static.shop.kz/upload/iblock/af7/156698_1.jpg,Не забудьте купитьоперационную систему,10750H,2.6,,GeForce GTX 1650,,
156689,MSI Katana GF66 11UE,,,Отсутствует,Intel Core i5,Intel UHD Graphics,16,HDD нет,512 ГБ SSD,15.6,1920 x 1080 Full HD,2.3,//static.shop.kz/upload/iblock/1e1/156689_01.jpg,Не забудьте купитьоперационную систему,11400H,2.7,2 х 8 ГБ,GeForce RTX 3060,,
