laptop_id,brand,model,old_price,current_price,discount_rate_percent,operational_system,graphics_type,integrated_graphics,gpu,cpu_brand,cpu_model,cpu_frequency,ram,memory_type,hdd_capacity,ssd_capacity,display_diagonal,resolution,video_standard,weight
145799,HP,Pavilion x360 14-dh1002ur,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,4,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.58
145791,HP,5-db1003ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 3,No,AMD,Ryzen 3,2.6,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.9
145768,Lenovo,Ideapad Slim 1,,,,DOS,Integrated,AMD Radeon R3,No,AMD,A-Series,1.5,4,SSD,0.0,128.0,14.0,1366 x 768,HD,1.4
145769,Lenovo,Ideapad L3,,,,DOS,Both,Intel UHD Graphics,GeForce MX130,Intel,Core i5,1.6,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.8
145770,Lenovo,Ideapad L3,,,,DOS,Both,Intel UHD Graphics,GeForce MX130,Intel,Core i3,2.1,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.8
145771,Lenovo,Ideapad L3,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.8
145772,Lenovo,Ideapad L3,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.6,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.8
145774,Lenovo,Ideapad L3,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.6,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,2.2
145765,Lenovo,Legion Y545,,,,DOS,Discrete,No,GeForce GTX 1660 Ti,Intel,Core i5,2.4,8,SHDD,1024.0,128.0,15.6,1920 x 1080,Full HD,2.3
145763,Lenovo,Ideapad L340,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1050,Intel,Core i5,2.4,8,SHDD,1024.0,128.0,17.3,1920 x 1080,Full HD,2.6
145762,Lenovo,Ideapad L340,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1050,Intel,Core i7,2.6,8,SHDD,1024.0,128.0,17.3,1600 x 900,HD+,2.6
145761,Lenovo,Ideapad L340,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1650,Intel,Core i7,2.6,8,SHDD,1024.0,128.0,17.3,1600 x 900,HD+,2.6
145764,Lenovo,Legion Y540,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1660 Ti,Intel,Core i5,2.4,8,SHDD,1024.0,128.0,17.3,1920 x 1080,Full HD,2.85
145507,Acer,Aspire A315-55G,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.6,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.8
145497,HP,ENVY x360 13-ar0016ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,13.3,1920 x 1080,Full HD,1.2
145498,HP,Pavilion 15-cs3027ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics,GeForce MX250,Intel,Core i5,1.0,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.89
145496,HP,17-ca1011ur,,,,Windows 10 Home (x64) SL,Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,4,HDD,1024.0,0.0,17.3,1920 x 1080,Full HD,2.5
145500,HP,Pavilion 15-ec0052ur,,,,DOS,Both,AMD Radeon Vega 8,GeForce GTX 1650,AMD,Ryzen 5,2.1,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.34
144564,HP,ProBook 430 G6,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,SSD,0.0,512.0,13.3,1920 x 1080,Full HD,1.4
145492,Lenovo,Ideapad S145,,,,DOS,Both,Intel HD Graphics 620,GeForce MX110,Intel,Core i3,2.3,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
145493,Lenovo,Ideapad S145,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.76
145485,DELL,G3 3590,,,,Linux,Both,Intel UHD Graphics 630,GeForce GTX 1660 Ti Max-Q,Intel,Core i7,2.6,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.4
145484,DELL,Inspiron G5-5590,,,,Linux,Both,Intel UHD Graphics 630,GeForce RTX 2070 Max-Q,Intel,Core i7,2.6,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.8
145445,DELL,G3 3590,,,,Linux,Both,Intel UHD Graphics 630,GeForce GTX 1660 Ti Max-Q,Intel,Core i7,2.6,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.4
145475,Lenovo,IdeaPad S145,,,,DOS,Integrated,AMD Radeon R4,No,AMD,A-Series,2.6,4,HDD,500.0,0.0,15.6,1366 x 768,HD,1.7
145474,Lenovo,V145,,,,DOS,Integrated,AMD Radeon R4,No,AMD,A-Series,2.6,4,SSD,0.0,128.0,15.6,1920 x 1080,Full HD,2.1
145473,DELL,Inspiron 5593,,,,Linux,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145472,DELL,Inspiron 5593,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145471,DELL,Inspiron 5593,,,,Linux,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145470,DELL,Inspiron 5593,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145443,HP,17-ca1021ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.5
145397,HP,255 G7,,,,DOS,Integrated,AMD Radeon R4,No,AMD,A-Series,2.6,4,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,1.8
145396,HP,255 G7,,,,DOS,Integrated,AMD Radeon R3,No,AMD,A-Series,2.3,4,HDD,500.0,0.0,15.6,1366 x 768,HD,1.8
145315,ASUS,X509FA,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i3,2.1,4,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,1.8
145009,HP,17-by1010ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,Radeon 530,Intel,Core i5,1.6,8,HDD,1024.0,0.0,17.3,1600 x 900,HD+,2.5
145136,ASUS,VivoBook X512FL,,,,DOS,Both,Intel UHD Graphics 620,GeForce MX250,Intel,Core i7,1.8,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
145124,HP,15-bs143ur,,,,DOS,Integrated,Intel HD Graphics 5500,No,Intel,Core i3,2.0,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.9
145049,DELL,Inspiron 5491,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i3,2.1,4,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.6
145038,DELL,Inspiron 3593,,,,Windows 10 Home (x64) SL,Integrated,Intel Iris Plus,No,Intel,Core i7,1.3,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.9
145047,DELL,Inspiron G7-7790,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics 630,GeForce RTX 2060,Intel,Core i7,2.6,16,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,3.2
145039,DELL,Inspiron 3593,,,,Linux,Integrated,Intel Iris Plus,No,Intel,Core i7,1.3,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.9
145035,DELL,Inspiron 5593,,,,Windows 10 Home (x64) SL,Both,Intel Iris Plus,GeForce MX230,Intel,Core i7,1.3,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145036,DELL,Inspiron 3793,,,,Linux,Both,Intel Iris Plus,GeForce MX230,Intel,Core i7,1.3,8,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,2.8
145040,DELL,Inspiron 3593,,,,Windows 10 Home (x64) SL,Both,Intel Iris Plus,GeForce MX230,Intel,Core i7,1.3,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.9
145048,DELL,Inspiron 3793,,,,Linux,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,8,SSD,0.0,256.0,17.3,1920 x 1080,Full HD,2.8
145031,DELL,Inspiron 5593,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145041,DELL,Inspiron 3593,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.9
145032,DELL,Inspiron 5593,,,,Linux,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145042,DELL,Inspiron 3593,,,,Linux,Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.9
145037,DELL,Inspiron 3793,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,8,SSD,0.0,256.0,17.3,1920 x 1080,Full HD,2.8
145043,DELL,Inspiron 3593,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.9
145006,HP,Gaming Pavilion 15-dk0015ur,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1660 Ti,Intel,Core i5,2.4,8,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,2.2
145044,DELL,Inspiron 3593,,,,Linux,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,4,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,2.0
145010,HP,Pavilion 15-bc524ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 630,GeForce GTX 1650,Intel,Core i5,2.4,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.1
145025,DELL,Inspiron 5593,,,,Linux,Both,Intel Iris Plus,GeForce MX230,Intel,Core i7,1.3,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
145045,DELL,Inspiron 3593,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,4,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,2.0
145046,DELL,Inspiron 3593,,,,Linux,Both,Intel UHD Graphics,GeForce MX230,Intel,Core i5,1.0,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.9
144856,DELL,XPS 13,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.2
144789,DELL,XPS 13,,,,Windows 10 Home (x64),Integrated,Intel Iris Plus,No,Intel,Core i7,1.3,16,SSD,0.0,512.0,13.4,1920 x 1200,WUXGA,1.3
144787,DELL,XPS 13,,,,Windows 10 Home (x64) SL,Integrated,Intel Iris Plus,No,Intel,Core i7,1.3,16,SSD,0.0,512.0,13.4,3840 x 2400,Ultra HD+,1.3
144788,DELL,XPS 13,,,,Windows 10 Home (x64) SL,Integrated,Intel Iris Plus,No,Intel,Core i7,1.3,16,SSD,0.0,512.0,13.4,3840 x 2400,Ultra HD+,1.3
144790,DELL,XPS 13,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics,No,Intel,Core i7,1.8,16,SSD,0.0,1024.0,13.3,3840 x 2160,Ultra HD 4K,1.2
144786,DELL,XPS 13,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i7,1.8,16,SSD,0.0,512.0,13.3,1920 x 1080,Full HD,1.2
144785,DELL,Inspiron G7-7790,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics 630,GeForce GTX 1660 Ti,Intel,Core i5,2.4,8,SSD,0.0,512.0,17.3,1920 x 1080,Full HD,3.1
140274,HP,Gaming Pavilion 15-cx0093ur (5GT63EA,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1060,Intel,Core i5,2.3,8,SHDD,1024.0,128.0,15.6,1920 x 1080,Full HD,2.3
140272,HP,Pavilion 15-bc446ur (4RQ68EA,,,,DOS,Both,Intel UHD Graphics 620,GeForce GTX 1050,Intel,Core i7,1.8,8,SHDD,1024.0,128.0,15.6,1920 x 1080,Full HD,2.1
144426,HP,Gaming Pavilion 15-ec0013ur,,,,DOS,Both,AMD Radeon Vega 8,GeForce GTX 1650,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.0
144451,Acer,Nitro 5 AN515-43,,,,Linux,Both,AMD Radeon Vega 8,Radeon RX560X,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
144452,Acer,Nitro 5 AN515-43,,,,Linux,Both,AMD Radeon Vega 8,GeForce GTX 1050 Ti,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
144453,Acer,Nitro 5 AN515-43,,,,Linux,Both,AMD Radeon Vega 8,GeForce GTX 1050 Ti,AMD,Ryzen 5,2.1,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.2
144454,Acer,Nitro 5 AN515-43,,,,Linux,Both,AMD Radeon Vega 8,GeForce GTX 1050 Ti,AMD,Ryzen 5,2.1,16,SHDD,1024.0,512.0,15.6,1920 x 1080,Full HD,2.2
144335,Lenovo,Legion Y740,,,,DOS,Both,Intel UHD Graphics 630,GeForce RTX 2070 Max-Q,Intel,Core i7,2.6,8,SHDD,1024.0,128.0,17.3,1920 x 1080,Full HD,3.0
144333,Lenovo,Ideapad S340,,,,DOS,Integrated,AMD Radeon Vega 3,No,AMD,Ryzen 3,2.6,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.9
144332,Lenovo,Ideapad L340,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX1050,Intel,Core i5,2.4,4,SHDD,1024.0,128.0,15.6,1920 x 1080,Full HD,2.2
144269,ASUS,VivoBook S430FA,,,,Linux,Integrated,Intel UHD Graphics 620,No,Intel,Core i3,2.1,4,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.4
144270,ASUS,D509DA,,,,DOS,Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.7
144256,Lenovo,Ideapad L340,,,,Windows 10 Home (x64) SL,Both,Intel UHD Graphics 630,GeForce GTX 1650,Intel,Core i5,2.4,8,SHDD,1024.0,128.0,17.3,1600 x 900,HD+,2.6
144263,Lenovo,Ideapad S145,,,,DOS,Integrated,Intel HD Graphics 620,No,Intel,Core i3,2.3,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
140276,HP,Pavilion Gaming 15-cx0113ur (5GV46EA,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1060,Intel,Core i5,2.3,8,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,2.3
143921,HP,ENVY X360 15-ds0003ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon RX Vega 10,No,AMD,Ryzen 7,2.3,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.0
143923,HP,ENVY x360 15-dr0002ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,GeForce MX250,Intel,Core i7,1.8,16,SSD,0.0,512.0,15.6,3840 x 2160,Ultra HD 4K,2.0
143919,HP,Pavilion x360 15-bq0003ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,Radeon 535,Intel,Core i5,1.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.9
143918,HP,Pavilion x360 14-dh003ur,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.6
143966,HP,EliteBook 830 G6,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.35
143917,HP,15-cs2007ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,GeForce MX250,Intel,Core i5,1.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.85
143916,HP,ProBook 450 G6,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.95
143926,HP,250 G7,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,HDD,500.0,0.0,15.6,1920 x 1080,Full HD,2.0
143787,Lenovo,Ideapad L340,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX1050,Intel,Core i5,2.4,8,SHDD,1024.0,128.0,17.3,1600 x 900,HD+,2.6
143786,Lenovo,Ideapad L340,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1650,Intel,Core i5,2.4,8,SHDD,1024.0,128.0,17.3,1600 x 900,HD+,2.6
143785,Lenovo,Ideapad 330,,,,DOS,Integrated,AMD Radeon R4,No,AMD,A-Series,2.6,4,HDD,1024.0,0.0,17.3,1600 x 900,HD+,2.3
143784,Lenovo,Ideapad 330,,,,Windows 10 Home (x64) SL,Integrated,AMD Radeon R4,No,AMD,A-Series,2.6,4,HDD,1024.0,0.0,17.3,1600 x 900,HD+,2.3
143797,Apple,MacBook Air A1932 with display Retina,,,,Mac OS Mojave,Integrated,Intel UHD Graphics 617,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,13.3,2560 x 1600,WQXGA,1.25
143779,Lenovo,Ideapad L340,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX1650,Intel,Core i5,2.4,4,SHDD,1024.0,128.0,15.6,1920 x 1080,Full HD,2.2
143783,Lenovo,Ideapad S145,,,,DOS,Integrated,Intel UHD Graphics,No,Intel,Core i3,1.2,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.76
143781,Lenovo,Ideapad S145,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics,No,Intel,Core i5,1.0,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.76
143782,Lenovo,Ideapad S145,,,,DOS,Integrated,Intel Iris Plus,No,Intel,Core i5,1.1,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.76
143662,HP,15-db1086ur (7PZ01EA,,,,DOS,Integrated,AMD Radeon Vega 3,No,AMD,Ryzen 3,2.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
143661,HP,15-db1077ur (7MX47EA,,,,Windows 10 Home (x64) в S-режиме,Integrated,AMD Radeon RX Vega 10,No,AMD,Ryzen 7,2.3,8,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,1.8
143638,ASUS,VivoBook S431FL,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,GeForce MX250,Intel,Core i5,1.6,8,SSD,0.0,512.0,14.0,1920 x 1080,Full HD,1.4
143640,ASUS,VivoBook S431FL,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,GeForce MX250,Intel,Core i5,1.6,8,SSD,0.0,512.0,14.0,1920 x 1080,Full HD,1.4
143575,Apple,MacBook Pro with display Retina,,,,Mac OS Catalina,Both,Intel UHD Graphics 630,Radeon Pro 5500M,Intel,Core i9,2.3,16,SSD,0.0,1024.0,16.0,3072 x 1920,Other,2.0
143574,Apple,MacBook Pro with display Retina,,,,Mac OS Catalina,Both,Intel UHD Graphics 630,Radeon Pro 5500M,Intel,Core i9,2.3,16,SSD,0.0,1024.0,16.0,3072 x 1920,Other,2.0
143576,Apple,MacBook Pro with display Retina,,,,Mac OS Catalina,Both,Intel UHD Graphics 630,Radeon Pro 5300M,Intel,Core i7,2.6,16,SSD,0.0,512.0,16.0,3072 x 1920,Other,2.0
143577,Apple,MacBook Pro with display Retina,,,,Mac OS Catalina,Both,Intel UHD Graphics 630,Radeon Pro 5300M,Intel,Core i7,2.6,16,SSD,0.0,512.0,16.0,3072 x 1920,Other,2.0
143406,ASUS,G731GW,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 630,GeForce RTX 2070,Intel,Core i7,2.6,16,SSD,0.0,1024.0,17.3,1920 x 1080,Full HD,2.8
143405,ASUS,G531GV,,,,DOS,Both,Intel UHD Graphics 630,GeForce RTX 2060,Intel,Core i5,2.4,16,SSD,0.0,512.0,15.6,1920 x 1080,Full HD,2.3
143403,Lenovo,Ideapad S145,,,,DOS,Integrated,AMD Radeon Vega 3,No,AMD,Athlon,2.4,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.8
143402,Lenovo,Ideapad S145,,,,DOS,Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
143229,HP,Gaming Pavilion 15-dk0040ur (7QA83EA,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1650,Intel,Core i5,2.4,8,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,2.2
143227,HP,Gaming Pavilion 15-dk0033ur (7QA98EA,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1050,Intel,Core i5,2.4,16,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,2.2
143226,HP,Gaming Pavilion 15-dk0030ur (7QC04EA,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1050,Intel,Core i5,2.4,8,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,2.2
143225,HP,Gaming Pavilion 15-dk0002ur (7BJ53EA,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1660 Ti,Intel,Core i5,2.4,16,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,2.2
143224,HP,Gaming Pavilion 15-dk0000ur (7BW60EA,,,,DOS,Both,Intel UHD Graphics 630,GeForce GTX 1650,Intel,Core i5,2.4,8,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,2.2
143223,HP,17-ca1022ur (8PN51EA,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 3,No,AMD,Ryzen 3,2.6,8,SSD,0.0,256.0,17.3,1920 x 1080,Full HD,2.3
143222,HP,15-db1109ur (7SH53EA,,,,DOS,Integrated,AMD Radeon RX Vega 10,No,AMD,Ryzen 7,2.3,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
143219,HP,15-db1106ur (7SD17EA,,,,DOS,Integrated,AMD Radeon RX Vega 10,No,AMD,Ryzen 7,2.3,8,SHDD,1024.0,128.0,15.6,1920 x 1080,Full HD,1.8
143218,HP,15-db1105ur (7SB97EA,,,,Windows 10 Home (x64),Integrated,AMD Radeon RX Vega 10,No,AMD,Ryzen 7,2.3,8,SHDD,1024.0,128.0,15.6,1920 x 1080,Full HD,1.8
143217,HP,15-db1099ur (7SB00EA,,,,DOS,Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.8
143216,HP,15-db1037ur (6VP88EA,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 3,No,AMD,Ryzen 3,2.6,8,SSD,0.0,128.0,15.6,1366 x 768,HD,1.8
143233,Lenovo,Ideapad S145 (81MV005YRK,,,,DOS,Integrated,Intel UHD Graphics 620,No,Intel,Core i3,2.1,8,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
143240,Lenovo,Ideapad S145,,,,DOS,Integrated,AMD Radeon R4,No,AMD,A-Series,2.6,4,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,1.7
143241,Lenovo,Ideapad S145,,,,DOS,Integrated,AMD Radeon Vega 3,No,AMD,Ryzen 3,2.6,4,HDD,1024.0,0.0,15.6,1366 x 768,HD,1.7
143074,ASUS,VivoBook X403FA,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,4,SSD,0.0,512.0,14.0,1920 x 1080,Full HD,1.3
142867,Lenovo,Ideapad 530S,,,,DOS,Both,Intel UHD Graphics 620,GeForce MX150,Intel,Core i7,1.8,8,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.4
142832,HP,ENVY X360 15-ds0000ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 6,No,AMD,Ryzen 3,2.1,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,2.0
142833,HP,ENVY x360 15-dr0001ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,GeForce MX250,Intel,Core i5,1.6,8,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,2.0
142829,HP,ENVY 13-aq0000ur,,,,Windows 10 Home (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.2
142831,HP,ENVY x360 13-ar0001ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 6,No,AMD,Ryzen 3,2.1,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.2
142830,HP,ENVY x360 13-ar0002ur,,,,Windows 10 Home (x64),Integrated,AMD Radeon Vega 8,No,AMD,Ryzen 5,2.1,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.2
142661,HP,ProBook 440 G6,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,16,SSD,0.0,256.0,14.0,1920 x 1080,Full HD,1.6
142560,DELL,XPS 13,,,,Windows 10 Home (x64) SL,Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.1
142558,ASUS,VivoBook S15 S530FN,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,GeForce MX150,Intel,Core i3,2.1,4,SSD,0.0,256.0,15.6,1920 x 1080,Full HD,1.6
142523,HP,ENVY 13-aq0003ur,,,,Windows 10 Home (x64),Both,Intel UHD Graphics 620,MX 250,Intel,Core i5,1.6,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.2
142549,Lenovo,V145,,,,DOS,Integrated,AMD Radeon R4,No,AMD,A-Series,2.6,4,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,2.1
142567,HP,15-ec0031ur,,,,DOS,Both,AMD Radeon Vega 8,GeForce GTX 1650,AMD,Ryzen 5,2.1,8,SHDD,1024.0,256.0,15.6,1920 x 1080,Full HD,2.34
141931,Lenovo,Ideapad 330 (81DC0194RK,,,,DOS,Integrated,Intel HD Graphics 620,No,Intel,Core i3,2.3,4,SSD,0.0,256.0,15.6,1366 x 768,HD,2.2
142406,ASUS,X570ZD,,,,Linux,Both,AMD Radeon Vega 8,GeForce GTX 1050,AMD,Ryzen 5,2.0,8,HDD,1024.0,0.0,15.6,1920 x 1080,Full HD,1.9
142356,HP,EliteBook 830 G6,,,,Windows 10 Pro (x64),Integrated,Intel UHD Graphics 620,No,Intel,Core i5,1.6,8,SSD,0.0,256.0,13.3,1920 x 1080,Full HD,1.35
